City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,irymple,-34.25,142.1667,17.27,77,5,0.89,AU,1690507117
367,greymouth,-42.4667,171.2,10.4,56,67,2.64,NZ,1690507117
368,vera cruz,-12.6333,-41.0333,20.76,84,100,1.26,BR,1690507117
369,at taj,24.2049,23.2857,29.02,14,100,1.64,LY,1690507117
370,hawaiian paradise park,19.5933,-154.9731,27.8,75,40,4.63,US,1690507118
371,knyaze-volkonskoye,48.4642,135.4567,28.19,75,83,4.57,RU,1690507118
372,hubynykha,48.8108,35.2547,19.0,95,100,1.86,UA,1690507118
373,ardatov,55.2421,43.097,20.03,74,13,4.09,RU,1690507118
374,porto franco,-6.3383,-47.3992,24.62,41,1,0.58,BR,1690507118
375,trat,12.5,102.5,27.68,86,98,2.86,TH,1690507118
376,sorong,-0.8833,131.25,26.38,83,93,4.25,ID,1690507118
377,khandud,36.9513,72.318,15.16,41,22,2.81,AF,1690507118
378,crane,31.3974,-102.3501,34.35,24,4,7.63,US,1690506839
379,moapa valley,36.5805,-114.4703,44.75,4,0,8.63,US,1690507119
380,shuangjiang,26.1547,109.7138,26.52,80,68,2.26,CN,1690507119
381,new norfolk,-42.7826,147.0587,15.51,59,0,4.14,AU,1690507119
382,acaponeta,22.4964,-105.3594,30.39,65,14,2.12,MX,1690507119
383,singa,13.15,33.9333,24.72,72,53,2.99,SD,1690507119
384,mhamid,29.82,-5.72,34.54,10,2,3.27,MA,1690507119
385,kapuskasing,49.4169,-82.4331,25.05,65,75,4.12,CA,1690507120
386,kalkaman,51.9525,76.0211,19.75,70,28,2.19,KZ,1690507120
387,tralee,52.2704,-9.7026,13.04,86,100,2.22,IE,1690507120
388,udachny,66.4167,112.4,21.92,40,100,2.35,RU,1690507120
389,alakurtti,66.9672,30.3491,14.58,81,100,0.47,RU,1690507120
390,soria,41.6667,-2.6667,13.81,100,7,1.28,ES,1690507120
391,kiunga,-6.1219,141.2906,23.46,97,100,1.16,PG,1690507120
392,saint-joseph,-21.3667,55.6167,17.21,70,6,2.09,RE,1690507120
393,zaozersk,69.4005,32.4476,10.42,93,27,0.96,RU,1690507121
394,leh,34.1667,77.5833,16.0,61,32,2.16,IN,1690507121
395,hilo,19.7297,-155.09,31.27,82,40,4.63,US,1690507103
396,saint-pierre,-21.3393,55.4781,17.82,68,40,4.63,RE,1690507104
397,saipan,15.1355,145.701,27.58,100,75,3.58,MP,1690507121
398,mabai,23.0128,104.4508,19.57,94,100,0.53,CN,1690507121
399,christchurch,-43.5333,172.6333,11.62,73,20,1.79,NZ,1690506970
400,kahama,-3.8333,32.6,17.23,43,9,2.8,TZ,1690507122
401,frutal,-20.0247,-48.9406,22.56,32,5,2.87,BR,1690507122
402,hirara,24.8,125.2833,30.92,84,75,11.83,JP,1690507122
403,hamilton,39.1834,-84.5333,28.28,77,100,3.6,US,1690506979
404,taytay,14.5678,121.1394,29.46,83,75,1.54,PH,1690507122
405,zakamensk,50.3741,103.2863,18.61,70,58,0.26,RU,1690507122
406,mutuali,-14.8706,37.0044,14.47,78,0,1.2,MZ,1690507123
407,lamu,-2.2717,40.902,24.12,84,14,7.42,KE,1690507123
408,cidreira,-30.1811,-50.2056,13.03,71,100,3.09,BR,1690507123
409,prado,-17.3411,-39.2208,22.1,84,100,3.15,BR,1690507123
410,chui,-33.6971,-53.4616,9.44,79,100,1.5,UY,1690507123
411,topeka,39.0483,-95.678,33.21,52,0,5.66,US,1690507123
412,ponta delgada,37.7333,-25.6667,23.4,94,75,5.14,PT,1690507123
413,tobelo,1.7284,128.0095,28.69,69,100,2.88,ID,1690507100
414,tanumah,27.1,44.1333,30.94,14,13,2.24,SA,1690507124
415,pontes e lacerda,-15.2261,-59.3353,27.04,40,97,1.24,BR,1690507124
416,kenora,49.8167,-94.4337,25.54,41,20,2.06,CA,1690507124
417,manismata,-2.4667,111.0333,25.66,78,100,2.5,ID,1690507124
418,vorkuta,67.5,64.0,15.06,91,100,0.28,RU,1690507124
419,santiago de cao,-7.9589,-79.2392,22.07,83,100,5.72,PE,1690507124
420,taltal,-25.4,-70.4833,16.12,82,0,1.46,CL,1690507125
421,mbanza-ngungu,-5.25,14.8667,20.35,77,8,3.95,CD,1690507125
422,jayapura,-2.5333,140.7,28.66,67,57,0.37,ID,1690507125
423,yerkoy,39.6381,34.4672,21.88,61,0,4.33,TR,1690507125
424,saint-philippe,-21.3585,55.7679,17.77,69,6,2.93,RE,1690506847
425,goure,13.9835,10.2704,29.89,50,62,2.6,NE,1690507125
426,palikir - national government center,6.9248,158.1611,31.41,74,100,3.09,FM,1690507125
427,kodinsk,58.6881,99.1844,21.96,64,98,0.36,RU,1690507126
428,san rafael del sur,11.8485,-86.4384,27.54,70,59,4.67,NI,1690507126
429,bathsheba,13.2167,-59.5167,28.34,83,20,8.23,BB,1690507126
430,pekanbaru,0.5333,101.45,29.18,79,100,2.06,ID,1690506936
431,vale de cambra,40.8497,-8.3939,18.16,94,45,1.23,PT,1690507126
432,marsabit,2.3284,37.9899,16.34,75,14,8.13,KE,1690507126
433,arraial do cabo,-22.9661,-42.0278,21.27,88,0,5.94,BR,1690507126
434,coronel dorrego,-38.7187,-61.2873,3.8,95,100,2.1,AR,1690507127
435,jabor,5.921,169.6434,28.66,73,93,3.01,MH,1690507127
436,majene,-3.5403,118.9707,26.32,75,100,5.7,ID,1690507127
437,mountain home,43.133,-115.6912,33.71,19,0,6.17,US,1690507013
438,baiyin,36.5583,104.2081,20.62,61,0,0.43,CN,1690507127
439,mugia,43.1041,-9.2179,18.84,93,100,7.73,ES,1690507127
440,ixtapa,20.7,-105.2,30.57,62,40,2.57,MX,1690507127
441,linqiong,30.4159,103.4609,26.9,83,91,1.23,CN,1690507128
442,vila franca do campo,37.7167,-25.4333,23.23,96,69,4.35,PT,1690507128
443,ghadamis,30.1337,9.5007,33.82,17,0,4.97,LY,1690507128
444,richards bay,-28.783,32.0377,17.22,94,7,2.06,ZA,1690507128
445,northam,51.0333,-4.2167,18.14,97,32,3.13,GB,1690507128
446,salym,60.0625,71.4789,17.19,79,74,1.85,RU,1690507128
447,aripuana,-9.1667,-60.6333,24.73,46,90,0.69,BR,1690507128
448,zhashkiv,49.2454,30.1102,13.57,78,100,7.2,UA,1690507129
449,dampit,-8.2116,112.7493,22.86,64,27,3.27,ID,1690507129
450,baley,51.6,116.6333,15.87,83,94,1.35,RU,1690507129
451,as sulayyil,20.4607,45.5779,32.14,15,35,3.43,SA,1690507129
452,belpre,39.274,-81.5729,25.91,86,20,2.06,US,1690507129
453,arba minch,6.0333,37.55,19.95,76,100,0.89,ET,1690507129
454,anapa,44.8908,37.3239,23.19,83,20,5.0,RU,1690507129
455,vila velha,-20.3297,-40.2925,21.08,89,40,2.06,BR,1690507130
456,susuman,62.7833,148.1667,7.93,78,100,0.8,RU,1690507130
457,portland,45.5234,-122.6762,29.23,41,20,4.12,US,1690507062
458,villa gesell,-37.2639,-56.973,7.81,78,100,2.48,AR,1690507130
459,zhumadian,32.9794,114.0294,28.21,71,13,4.36,CN,1690507131
460,kerikeri,-35.2268,173.9474,15.51,67,19,0.89,NZ,1690507131
461,arevalo,41.0626,-4.7204,20.17,49,2,3.69,ES,1690507132
462,tonota,-21.4833,27.4833,13.61,60,6,2.53,BW,1690507132
463,tres palos,18.1833,-101.6167,26.88,72,84,1.39,MX,1690507132
464,lijiang,26.8688,100.2207,17.57,88,100,1.34,CN,1690507132
465,mazagao,-0.115,-51.2894,25.03,84,87,2.32,BR,1690507132
466,kristiansund,63.1115,7.732,15.03,94,100,3.09,NO,1690507132
467,kirensk,57.7853,108.1119,21.19,81,99,1.02,RU,1690507132
468,orzinuovi,45.404,9.9216,20.16,89,62,1.54,IT,1690507133
469,capbreton,43.6422,-1.4282,22.3,99,38,1.75,FR,1690507133
470,argo,37.6333,22.7333,24.88,77,0,1.21,GR,1690507133
471,markovo,57.3206,107.0881,20.87,84,100,0.99,RU,1690507133
472,huarmey,-10.0681,-78.1522,20.5,82,33,4.72,PE,1690507133
473,la passe,45.5549,-0.8967,19.99,91,98,5.14,FR,1690507133
474,tshela,-4.9833,12.9333,19.58,96,72,0.92,CD,1690507133
475,vilyuchinsk,52.9306,158.4028,12.15,94,100,0.88,RU,1690507134
476,tayu,-6.5397,111.0518,25.52,62,95,5.77,ID,1690507134
477,inari,68.906,27.0288,10.11,87,6,0.41,FI,1690507134
478,kenai,60.5544,-151.2583,17.05,80,100,4.63,US,1690507134
479,roma,43.2128,-75.4557,24.42,81,100,3.09,US,1690507134
480,madingou,-4.1536,13.55,22.49,78,11,1.79,CG,1690507135
481,calabozo,8.9242,-67.4293,24.3,93,83,1.43,VE,1690507135
482,castries,13.9957,-61.0061,27.07,84,20,3.6,LC,1690507135
483,quartu sant'elena,39.2419,9.1839,23.95,75,0,3.09,IT,1690507089
484,guerrero negro,27.9769,-114.0611,24.79,64,13,6.72,MX,1690506901
485,orosei,40.3798,9.6929,22.88,64,28,1.23,IT,1690507135
486,karratha,-20.7377,116.8463,20.73,34,53,6.84,AU,1690507135
487,alaghsas,17.0187,8.0168,32.72,31,6,3.83,NE,1690507135
488,machhlishahr,25.6833,82.4167,31.67,60,100,3.0,IN,1690507136
489,kayangel,8.0823,134.7173,26.82,83,100,13.43,PW,1690507136
490,pasuquin,18.3328,120.6177,29.97,79,100,6.69,PH,1690507136
491,sanctuary point,-35.1114,150.629,23.32,42,73,4.12,AU,1690507136
492,viqueque,-8.8673,126.3658,26.16,70,36,1.9,TL,1690507136
493,tangalle,6.024,80.7911,24.84,91,47,4.44,LK,1690507136
494,twon-brass,4.3151,6.2418,25.17,90,100,5.49,NG,1690507136
495,linxia chengguanzhen,35.6003,103.2064,18.76,61,0,0.83,CN,1690507137
496,sungai penuh,-2.0833,101.3833,20.13,88,100,0.25,ID,1690507137
497,mata de sao joao,-12.5303,-38.2992,24.86,98,47,0.48,BR,1690507137
498,suva,-18.1416,178.4415,23.71,60,75,3.6,FJ,1690507137
499,auki,-8.7676,160.7034,27.01,82,100,2.3,SB,1690507137
500,mapimi,25.8167,-103.85,31.72,18,6,6.15,MX,1690507137
501,vilyuysk,63.7553,121.6247,21.92,50,84,3.0,RU,1690507138
502,derbent,42.0678,48.2899,24.02,81,0,1.79,RU,1690507138
503,franceville,-1.6333,13.5836,25.34,61,60,2.13,GA,1690507138
504,newman,37.3138,-121.0208,36.13,13,0,4.9,US,1690507138
505,nabire,-3.3667,135.4833,29.96,63,19,1.79,ID,1690507138
506,punta del este,-34.9667,-54.95,10.49,78,0,3.09,UY,1690507138
507,joshimath,30.5667,79.5667,21.81,96,100,0.51,IN,1690507138
508,kerema,-7.9631,145.7785,26.62,81,89,1.59,PG,1690507139
509,lusaka,-15.4067,28.2871,12.97,65,7,2.55,ZM,1690507139
510,galveston,29.3669,-94.9669,32.06,69,0,2.57,US,1690506933
511,chernyshevskiy,63.0128,112.4714,18.38,52,100,2.77,RU,1690507139
512,obubra,6.0752,8.329,23.47,98,100,2.22,NG,1690507139
513,entebbe,0.0644,32.4469,20.85,71,100,1.2,UG,1690507139
514,dieppe,49.75,1.1667,17.88,95,100,0.45,FR,1690507140
515,puerto madryn,-42.7692,-65.0385,6.03,70,0,4.68,AR,1690507140
516,pursat,12.3333,103.6667,28.79,69,78,2.27,KH,1690507140
517,male,4.1748,73.5089,28.07,71,15,0.17,MV,1690506708
518,karagay,58.2667,54.9368,16.83,98,30,2.31,RU,1690507140
519,tercan,39.7794,40.3925,19.54,37,7,1.35,TR,1690507140
520,palmas,-10.2128,-48.3603,26.93,47,0,1.54,BR,1690506907
521,fredericton,45.9454,-66.6656,19.47,93,100,4.12,CA,1690507090
522,hue,16.4667,107.6,34.06,52,20,5.14,VN,1690507141
523,motupe,-6.1519,-79.7142,22.46,76,5,2.3,PE,1690507141
524,hotan,37.0997,79.9269,29.0,27,97,3.62,CN,1690507141
525,gorontalo,0.5412,123.0595,28.96,68,98,4.54,ID,1690507126
526,nueva concepcion,14.2,-91.3,26.32,84,81,1.87,GT,1690507141
527,richfield,44.8833,-93.283,31.97,62,75,3.13,US,1690506907
528,gazojak,41.1875,61.4036,27.93,30,2,4.07,TM,1690507141
529,erenhot,43.6475,111.9767,25.59,46,0,4.07,CN,1690507141
530,ostrovskoye,57.8057,42.2433,15.99,94,100,3.01,RU,1690507142
531,yanam,16.7333,82.2167,25.9,84,98,4.9,IN,1690507142
532,ulsteinvik,62.3432,5.8487,14.62,92,58,3.13,NO,1690507142
533,jawf al maqbabah,13.8378,45.8349,29.78,45,94,2.5,YE,1690507142
534,howard springs,-12.497,131.047,27.95,46,9,2.31,AU,1690507143
535,west greenwich,41.637,-71.66,23.95,81,70,3.41,US,1690506938
536,onega,63.9061,38.1404,12.25,83,100,2.36,RU,1690507143
537,flin flon,54.7682,-101.865,15.43,56,100,3.11,CA,1690507143
538,tezu,27.9167,96.1667,24.22,95,100,0.9,IN,1690507144
539,datong,40.0936,113.2914,20.46,73,100,1.64,CN,1690507144
540,ohrid,41.1172,20.8019,10.94,82,20,1.54,MK,1690507144
541,camana,-16.6228,-72.7111,16.93,89,14,2.8,PE,1690507144
542,masterton,-40.9597,175.6575,11.6,87,71,2.82,NZ,1690507144
543,los osos,35.3111,-120.8324,35.38,39,0,7.2,US,1690507144
544,monroeville,40.4212,-79.7881,28.46,82,75,2.06,US,1690507145
545,monrovia,6.3005,-10.7969,24.87,90,81,3.29,LR,1690507083
546,luderitz,-26.6481,15.1594,11.57,88,0,0.39,NA,1690507145
547,severo-yeniseyskiy,60.3725,93.0408,16.08,86,100,0.98,RU,1690507145
548,big bend,-26.8167,31.9333,13.05,82,0,1.03,SZ,1690507145
549,flying fish cove,-10.4217,105.6791,24.82,83,100,6.69,CX,1690507145
550,beyla,8.6833,-8.6333,21.17,97,89,1.64,GN,1690507146
551,san luis,-33.295,-66.3356,10.45,44,11,2.75,AR,1690507146
552,kyzyl-mazhalyk,51.1333,90.6,18.97,71,100,0.72,RU,1690507146
553,turkmenbasy,40.0222,52.9552,21.43,49,0,0.0,TM,1690507146
554,nhamunda,-2.1861,-56.7131,26.88,55,4,1.05,BR,1690507146
555,kalevala,65.2,31.1667,14.1,80,94,0.12,RU,1690507146
556,mount gambier,-37.8333,140.7667,13.62,87,5,3.95,AU,1690507146
557,djamaa,33.5339,5.9931,29.99,41,0,4.26,DZ,1690507147
558,anaconda,46.1285,-112.9423,24.55,70,57,2.48,US,1690507147
559,champerico,14.3,-91.9167,29.04,68,42,2.12,GT,1690507147
560,ketchikan,55.3422,-131.6461,21.26,60,0,5.14,US,1690507147
561,alibag,18.6411,72.8792,25.04,90,100,5.84,IN,1690507147
562,gornopravdinsk,60.05,69.9,17.4,79,93,1.74,RU,1690507148
563,governador valadares,-18.8511,-41.9494,20.69,72,0,1.27,BR,1690507021
564,jijiga,9.35,42.8,16.3,76,98,7.41,ET,1690507148
565,komotini,41.1228,25.3964,20.59,54,0,0.45,GR,1690507148
566,manakara,-22.1333,48.0167,17.56,92,100,1.54,MG,1690507148
567,ascension,30.2169,-90.9001,30.6,75,0,0.0,US,1690507148
568,marshfield,44.6689,-90.1718,30.49,69,0,3.6,US,1690507148
569,ryotsu-minato,38.0833,138.4333,29.76,63,6,1.28,JP,1690507149
570,greenwood,34.1668,-82.1165,30.35,69,0,1.54,US,1690506936
571,al hazm,16.1641,44.7769,30.48,33,100,2.07,YE,1690507149
572,alice springs,-23.7,133.8833,23.75,50,40,2.06,AU,1690507149
573,haapsalu,58.9431,23.5414,10.55,88,98,3.03,EE,1690507149
574,zaragoza,41.6561,-0.8773,18.78,64,0,2.06,ES,1690507149
575,coos bay,43.3665,-124.2179,22.95,68,0,8.75,US,1690507149
576,valparaiso,-33.0393,-71.6273,15.0,63,0,1.54,CL,1690507036
577,jhajjar,28.6063,76.6565,27.06,81,95,1.52,IN,1690507150
578,sitia,35.2,26.0986,28.88,69,0,5.55,GR,1690507150
579,margate,51.3813,1.3862,17.72,94,92,1.79,GB,1690507150
580,westport,41.1415,-73.3579,28.99,81,75,1.79,US,1690507029
581,souillac,-20.5167,57.5167,21.21,78,40,1.54,MU,1690507150
582,manicore,-5.8092,-61.3003,26.57,48,13,1.22,BR,1690507150
583,strezhevoy,60.7333,77.5889,17.35,88,39,2.34,RU,1690507151
584,sinabang,2.4803,96.3801,26.96,77,100,0.34,ID,1690507100
585,beibei,29.8256,106.4339,25.76,97,100,1.7,CN,1690507151
586,recani,31.2846,-4.2688,34.08,11,48,2.19,MA,1690507151
587,lichinga,-13.3128,35.2406,11.77,62,0,2.17,MZ,1690507151
588,mejit,10.2753,170.8646,28.44,80,100,8.81,MH,1690507151
589,dryden,49.7833,-92.7503,23.16,49,0,2.06,CA,1690507152
590,kayyerkan,69.3786,87.7439,24.61,50,3,2.77,RU,1690507152
591,paya,18.25,-70.3,27.36,77,100,4.68,DO,1690507152
592,puerto lempira,15.2667,-83.7667,27.72,79,86,5.28,HN,1690507152
593,laojunmiao,39.8333,97.7333,27.35,18,0,5.28,CN,1690507152
